"date_id","investment_id","investment_date","account_number","account_type","credit_score","investment_type_id","investment_type_name","investment_amount","investment_return"
1764,70742,"2024-10-29",7454293392,Investment,628,5,Musicinvestment,5233.66,8423.56
516,97013,"2021-05-30",4095934095,Savings,315,5,Musicinvestment,3066.6,-399.32
1431,68306,"2023-12-01",2798483663,Investment,698,5,Musicinvestment,4108.93,4244.17
1001,9605,"2022-09-27",6920920144,Checking,748,5,Musicinvestment,5054.25,-1930.73
1483,7293,"2024-01-22",3302270666,Savings,726,3,Clearinvestment,9979.41,14852.95
394,34281,"2021-01-28",2743334768,Investment,398,5,Musicinvestment,2171.69,8135.73
452,95371,"2021-03-27",2027696396,Investment,719,1,Decadeinvestment,9245.55,8124.59
691,5513,"2021-11-21",5159171446,Savings,508,4,Characterinvestment,3274.64,-4191.98
32,44752,"2020-02-01",3816279528,Investment,674,3,Clearinvestment,6411.29,-3483.63
1803,5322,"2024-12-07",8666354042,Savings,558,2,Helpinvestment,9526.77,6674.14
458,24118,"2021-04-02",1810851648,Savings,657,2,Helpinvestment,2452.09,4525.36
962,4571,"2022-08-19",3249098952,Savings,523,4,Characterinvestment,1850.57,675.71
1665,62419,"2024-07-22",2389511583,Savings,819,1,Decadeinvestment,9783.43,1504.12
160,35593,"2020-06-08",4959466220,Investment,521,3,Clearinvestment,6081.94,1387.03
1241,40433,"2023-05-25",3399529185,Savings,804,4,Characterinvestment,1961.62,-2780.48
812,39746,"2022-03-22",7740150564,Investment,586,3,Clearinvestment,9559.7,11800.59
993,56947,"2022-09-19",7413651771,Checking,442,3,Clearinvestment,8684.21,3805.92
826,14526,"2022-04-05",2988264762,Checking,843,2,Helpinvestment,4365.29,2104.07
784,72892,"2022-02-22",9992038947,Investment,664,2,Helpinvestment,6632.13,7731.56
1533,92236,"2024-03-12",6221773017,Investment,476,5,Musicinvestment,5852.78,9819.81
1758,92805,"2024-10-23",6556879216,Savings,462,5,Musicinvestment,6890.7,5025.95
387,92994,"2021-01-21",9356198692,Savings,506,3,Clearinvestment,4679.01,1036.6
1302,15752,"2023-07-25",9367791903,Investment,461,5,Musicinvestment,6651.22,14593.69
1599,17457,"2024-05-17",1764838640,Investment,783,1,Decadeinvestment,2166.67,11907.34
258,59603,"2020-09-14",7414476694,Checking,751,1,Decadeinvestment,3319.73,1024.45
664,16110,"2021-10-25",6684283366,Investment,776,4,Characterinvestment,8979.0,204.12
186,68921,"2020-07-04",2743334768,Investment,398,3,Clearinvestment,3709.99,-3045.3
68,32759,"2020-03-08",4596726978,Savings,593,1,Decadeinvestment,9591.69,3568.96
1150,71719,"2023-02-23",5623049910,Checking,438,2,Helpinvestment,3379.99,-4268.47
78,50422,"2020-03-18",9317981806,Investment,618,2,Helpinvestment,9683.79,1707.26
433,38805,"2021-03-08",3399529185,Savings,804,3,Clearinvestment,1962.81,7038.16
142,35762,"2020-05-21",3249098952,Savings,523,5,Musicinvestment,2545.43,-599.56
343,70911,"2020-12-08",6196253681,Savings,834,2,Helpinvestment,4562.78,5738.03
1663,6426,"2024-07-20",4596726978,Savings,593,5,Musicinvestment,4288.32,9983.84
512,53640,"2021-05-26",1210678639,Investment,518,5,Musicinvestment,1420.71,5319.46
1258,21037,"2023-06-11",8185036628,Savings,709,1,Decadeinvestment,4094.68,-2453.0
1301,17303,"2023-07-24",7740150564,Investment,586,3,Clearinvestment,1003.94,14052.17
678,12665,"2021-11-08",2389511583,Savings,819,1,Decadeinvestment,8720.73,3917.4
1595,73869,"2024-05-13",9543734386,Savings,612,1,Decadeinvestment,7073.66,-4261.08
1523,81604,"2024-03-02",3249098952,Savings,523,3,Clearinvestment,2396.27,2178.69
1307,33596,"2023-07-30",2027696396,Investment,719,5,Musicinvestment,4626.75,3427.76
19,79948,"2020-01-19",7740150564,Investment,586,5,Musicinvestment,6350.96,2806.76
292,41335,"2020-10-18",1075123078,Savings,411,3,Clearinvestment,6562.65,1762.38
187,60934,"2020-07-05",9992038947,Investment,664,3,Clearinvestment,9083.62,-4696.14
1143,17098,"2023-02-16",3816279528,Investment,674,3,Clearinvestment,3966.68,11726.01
455,4746,"2021-03-30",3274150100,Investment,660,4,Characterinvestment,7498.59,5642.7
1261,33956,"2023-06-14",3399529185,Savings,804,3,Clearinvestment,7478.15,-1158.52
946,62341,"2022-08-03",8138063800,Savings,601,4,Characterinvestment,3477.2,2302.86
703,46535,"2021-12-03",7268934381,Savings,666,5,Musicinvestment,3766.35,3053.52
236,4441,"2020-08-23",2552240900,Investment,553,2,Helpinvestment,7746.69,13605.4
498,89143,"2021-05-12",4596726978,Savings,593,4,Characterinvestment,9543.61,-3262.96
1429,52850,"2023-11-29",4095934095,Savings,315,3,Clearinvestment,4761.49,-2557.42
1799,21230,"2024-12-03",8745713343,Checking,601,4,Characterinvestment,9844.04,13721.07
1588,54521,"2024-05-06",3126616099,Savings,443,3,Clearinvestment,2427.96,9145.7
775,39343,"2022-02-13",3040393128,Checking,439,2,Helpinvestment,4652.78,4275.81
1205,84055,"2023-04-19",3816279528,Investment,674,4,Characterinvestment,2210.6,13149.21
1642,29288,"2024-06-29",4467657561,Checking,576,2,Helpinvestment,5745.78,14142.5
387,52963,"2021-01-21",6684283366,Investment,776,1,Decadeinvestment,4729.4,3050.74
766,41542,"2022-02-04",8512646775,Savings,664,3,Clearinvestment,6973.7,-339.48
998,88850,"2022-09-24",1402844576,Savings,695,5,Musicinvestment,8404.16,-3793.26
1204,51862,"2023-04-18",3399529185,Savings,804,3,Clearinvestment,5253.22,2823.31
563,20231,"2021-07-16",5159171446,Savings,508,3,Clearinvestment,4223.04,-1547.65
1578,10779,"2024-04-26",6920920144,Checking,748,2,Helpinvestment,3210.59,6642.14
1225,73452,"2023-05-09",3126616099,Savings,443,3,Clearinvestment,2389.82,13180.0
285,71944,"2020-10-11",6920920144,Checking,748,1,Decadeinvestment,7951.2,3787.52
1522,24851,"2024-03-01",8902869633,Savings,721,2,Helpinvestment,3760.73,-2284.44
661,40686,"2021-10-22",2552240900,Investment,553,2,Helpinvestment,5765.53,-1871.44
491,34575,"2021-05-05",9317981806,Investment,618,4,Characterinvestment,4561.16,5977.37
1417,85157,"2023-11-17",9367791903,Investment,461,5,Musicinvestment,7162.18,7053.7
1053,70700,"2022-11-18",4095934095,Savings,315,4,Characterinvestment,5953.08,11741.69
147,83579,"2020-05-26",2835651681,Investment,828,2,Helpinvestment,2618.26,-234.77
834,55574,"2022-04-13",6051679619,Checking,539,2,Helpinvestment,6536.22,7694.42
352,10344,"2020-12-17",7156618058,Savings,644,3,Clearinvestment,3314.77,4402.84
1428,69274,"2023-11-28",7750543145,Savings,640,4,Characterinvestment,1583.4,7034.78
1706,11566,"2024-09-01",7718346871,Checking,775,3,Clearinvestment,1359.15,7996.39
1002,45249,"2022-09-28",2027696396,Investment,719,4,Characterinvestment,6471.99,9337.39
1049,88224,"2022-11-14",7740150564,Investment,586,5,Musicinvestment,6599.5,-3099.15
1000,56230,"2022-09-26",3126616099,Savings,443,3,Clearinvestment,4700.24,13322.43
1285,13777,"2023-07-08",1075123078,Savings,411,1,Decadeinvestment,2515.87,-845.51
430,42489,"2021-03-05",6051679619,Checking,539,1,Decadeinvestment,5289.12,-2936.27
746,97740,"2022-01-15",7750543145,Savings,640,5,Musicinvestment,1694.61,9382.29
324,79416,"2020-11-19",3040393128,Checking,439,2,Helpinvestment,6144.96,4046.86
1629,66176,"2024-06-16",9992038947,Investment,664,4,Characterinvestment,4038.42,6056.4
1452,28063,"2023-12-22",2389511583,Savings,819,2,Helpinvestment,4459.18,-2330.91
785,81382,"2022-02-23",8902869633,Savings,721,5,Musicinvestment,9409.28,2788.73
610,76749,"2021-09-01",2552240900,Investment,553,1,Decadeinvestment,4211.83,11688.01
580,87273,"2021-08-02",7850976653,Investment,698,3,Clearinvestment,7670.33,14423.18
659,89504,"2021-10-20",5975269469,Checking,732,3,Clearinvestment,4686.94,9580.2
205,35451,"2020-07-23",1810851648,Savings,657,3,Clearinvestment,9354.38,3641.52
949,18564,"2022-08-06",6051679619,Checking,539,5,Musicinvestment,3105.37,9876.1
705,62711,"2021-12-05",2342810792,Savings,816,4,Characterinvestment,2991.58,-688.72
847,77351,"2022-04-26",2743334768,Investment,398,1,Decadeinvestment,2755.71,2744.11
1049,32574,"2022-11-14",9367791903,Investment,461,2,Helpinvestment,8296.76,-4339.24
22,22175,"2020-01-22",7718346871,Checking,775,3,Clearinvestment,3910.79,291.96
983,72571,"2022-09-09",6983934777,Investment,456,1,Decadeinvestment,3799.12,20.85
1235,28130,"2023-05-19",5159171446,Savings,508,1,Decadeinvestment,3127.65,-2379.36
1686,85652,"2024-08-12",9559156298,Investment,490,2,Helpinvestment,4102.88,4955.27
1438,34141,"2023-12-08",8666354042,Savings,558,2,Helpinvestment,6613.18,13889.13
643,43753,"2021-10-04",8905846858,Investment,404,4,Characterinvestment,2547.51,-2826.62
29,62524,"2020-01-29",3302270666,Savings,726,1,Decadeinvestment,5251.07,-8.03
774,40781,"2022-02-12",9559156298,Investment,490,4,Characterinvestment,4367.97,12853.67
885,27154,"2022-06-03",4596726978,Savings,593,2,Helpinvestment,4380.24,8320.41
645,49960,"2021-10-06",3040393128,Checking,439,1,Decadeinvestment,2719.8,-2702.9
1499,33161,"2024-02-07",3040393128,Checking,439,5,Musicinvestment,9139.8,11508.46
1107,22550,"2023-01-11",7493577945,Investment,678,3,Clearinvestment,2791.95,-2971.22
1102,20318,"2023-01-06",8713903249,Investment,540,5,Musicinvestment,4173.53,12121.21
1738,26072,"2024-10-03",2100030995,Investment,357,1,Decadeinvestment,4098.71,7656.5
1504,17154,"2024-02-12",7413651771,Checking,442,5,Musicinvestment,1316.61,11149.21
63,16159,"2020-03-03",8713903249,Investment,540,2,Helpinvestment,9882.86,2944.59
144,47628,"2020-05-23",8466553961,Checking,513,5,Musicinvestment,9491.05,3912.8
526,31901,"2021-06-09",8666354042,Savings,558,4,Characterinvestment,9016.01,-536.72
1812,34470,"2024-12-16",5341948287,Savings,705,5,Musicinvestment,1307.79,9942.98
1290,78503,"2023-07-13",9287849202,Investment,790,2,Helpinvestment,5279.74,691.9
837,92311,"2022-04-16",7850976653,Investment,698,3,Clearinvestment,9600.61,6946.16
512,97629,"2021-05-26",7413651771,Checking,442,2,Helpinvestment,5217.88,-4529.32
1387,43045,"2023-10-18",6556879216,Savings,462,1,Decadeinvestment,6053.3,-1567.85
1381,76397,"2023-10-12",5623049910,Checking,438,2,Helpinvestment,1480.78,266.95
1490,69531,"2024-01-29",1075123078,Savings,411,4,Characterinvestment,4689.46,6884.12
666,82023,"2021-10-27",3126616099,Savings,443,5,Musicinvestment,5236.23,13960.45
210,63616,"2020-07-28",8666354042,Savings,558,2,Helpinvestment,8673.9,-1220.23
361,33520,"2020-12-26",5244343629,Savings,800,2,Helpinvestment,2551.78,-4313.1
966,9209,"2022-08-23",8138063800,Savings,601,4,Characterinvestment,3817.14,13865.08
357,20095,"2020-12-22",3938325125,Savings,653,2,Helpinvestment,2088.48,1276.62
151,3529,"2020-05-30",3274150100,Investment,660,1,Decadeinvestment,6101.52,-951.79
687,45334,"2021-11-17",2389511583,Savings,819,5,Musicinvestment,6495.45,-1760.86
1393,26004,"2023-10-24",9343070075,Investment,339,2,Helpinvestment,2451.88,-1847.8
1723,97387,"2024-09-18",2342810792,Savings,816,2,Helpinvestment,4581.29,3355.62
108,41263,"2020-04-17",2798483663,Investment,698,5,Musicinvestment,5813.11,2752.77
1092,25363,"2022-12-27",5975269469,Checking,732,5,Musicinvestment,3699.2,6177.27
1227,18509,"2023-05-11",4187234787,Savings,615,4,Characterinvestment,7547.38,5763.57
1042,97985,"2022-11-07",8138063800,Savings,601,3,Clearinvestment,1192.09,12952.99
601,60858,"2021-08-23",5646590499,Investment,814,4,Characterinvestment,4312.09,13894.36
1734,9779,"2024-09-29",1133303244,Investment,729,2,Helpinvestment,7185.0,5373.76
609,13958,"2021-08-31",9139215473,Savings,443,1,Decadeinvestment,5948.55,12520.37
38,7643,"2020-02-07",5255412319,Savings,313,4,Characterinvestment,9846.9,1803.68
592,68041,"2021-08-14",7413651771,Checking,442,5,Musicinvestment,5402.27,7603.63
868,85594,"2022-05-17",5623049910,Checking,438,1,Decadeinvestment,1030.7,12512.96
901,75528,"2022-06-19",8138063800,Savings,601,5,Musicinvestment,8887.55,-1526.2
860,80659,"2022-05-09",7156618058,Savings,644,3,Clearinvestment,1367.44,57.66
195,82932,"2020-07-13",5244343629,Savings,800,1,Decadeinvestment,9936.11,11264.86
906,43234,"2022-06-24",8902869633,Savings,721,3,Clearinvestment,1599.68,5329.11
1175,63341,"2023-03-20",4095934095,Savings,315,2,Helpinvestment,9225.13,-765.95
333,69453,"2020-11-28",5002360478,Investment,467,5,Musicinvestment,7465.63,7933.33
1795,41634,"2024-11-29",4963601096,Savings,332,3,Clearinvestment,7046.49,688.25
724,35967,"2021-12-24",9287849202,Investment,790,5,Musicinvestment,7743.07,12116.3
1388,94588,"2023-10-19",8902869633,Savings,721,3,Clearinvestment,9592.12,9885.84
1068,50547,"2022-12-03",3938325125,Savings,653,3,Clearinvestment,5612.24,13445.34
29,88799,"2020-01-29",1210678639,Investment,518,5,Musicinvestment,7936.03,12513.88
732,67909,"2022-01-01",3399529185,Savings,804,1,Decadeinvestment,8932.85,-2784.63
1145,52483,"2023-02-18",6196253681,Savings,834,4,Characterinvestment,2847.45,12878.83
652,9065,"2021-10-13",7414476694,Checking,751,5,Musicinvestment,5739.9,2517.13
780,37168,"2022-02-18",5159171446,Savings,508,4,Characterinvestment,8420.43,14003.53
1786,65429,"2024-11-20",1075123078,Savings,411,4,Characterinvestment,3079.93,4098.73
42,24032,"2020-02-11",7146993266,Savings,670,1,Decadeinvestment,4360.5,-205.93
1396,17744,"2023-10-27",2829800635,Investment,521,4,Characterinvestment,4465.96,11496.27
464,10514,"2021-04-08",2971836125,Checking,359,5,Musicinvestment,4000.81,-3658.93
26,36891,"2020-01-26",2387898494,Investment,827,1,Decadeinvestment,8853.95,11617.83
737,10977,"2022-01-06",8666354042,Savings,558,1,Decadeinvestment,4911.51,47.39
648,50681,"2021-10-09",6656233056,Investment,418,1,Decadeinvestment,7207.6,8940.37
1311,79166,"2023-08-03",2988264762,Checking,843,5,Musicinvestment,7531.59,-2422.64
656,31749,"2021-10-17",3302270666,Savings,726,1,Decadeinvestment,7506.49,12108.84
448,95349,"2021-03-23",5866494339,Investment,422,4,Characterinvestment,3335.34,8654.92
231,91798,"2020-08-18",2100030995,Investment,357,3,Clearinvestment,4927.7,11391.36
236,49640,"2020-08-23",9539212672,Checking,664,1,Decadeinvestment,6517.65,2207.36
563,69237,"2021-07-16",8745713343,Checking,601,3,Clearinvestment,2508.23,-4994.03
191,75629,"2020-07-09",7413651771,Checking,442,2,Helpinvestment,5924.19,1144.42
417,45521,"2021-02-20",2743334768,Investment,398,4,Characterinvestment,3904.51,4270.02
1720,13258,"2024-09-15",7413651771,Checking,442,5,Musicinvestment,1800.66,7350.51
390,39286,"2021-01-24",5866494339,Investment,422,2,Helpinvestment,7051.22,-3480.5
1290,86723,"2023-07-13",7740150564,Investment,586,3,Clearinvestment,9135.04,-3191.01
1473,1909,"2024-01-12",5255412319,Savings,313,5,Musicinvestment,8233.98,-1193.99
136,36125,"2020-05-15",2389511583,Savings,819,5,Musicinvestment,8572.46,1252.65
758,44949,"2022-01-27",8185036628,Savings,709,5,Musicinvestment,9685.05,5891.88
443,23888,"2021-03-18",9287849202,Investment,790,2,Helpinvestment,9133.51,-1615.77
72,73371,"2020-03-12",2027696396,Investment,719,3,Clearinvestment,7284.68,14407.79
676,97242,"2021-11-06",5975269469,Checking,732,1,Decadeinvestment,9990.43,1710.0
1469,97413,"2024-01-08",5866494339,Investment,422,4,Characterinvestment,3560.69,-1683.64
907,89033,"2022-06-25",5646590499,Investment,814,5,Musicinvestment,2085.03,4623.23
137,72852,"2020-05-16",3302270666,Savings,726,5,Musicinvestment,6505.98,3956.25
1450,28427,"2023-12-20",1594417161,Investment,415,1,Decadeinvestment,4366.56,3198.1
337,807,"2020-12-02",6920920144,Checking,748,4,Characterinvestment,2989.32,373.22
605,84602,"2021-08-27",9641676419,Checking,792,5,Musicinvestment,1335.07,6748.51
689,72466,"2021-11-19",3297859812,Checking,628,4,Characterinvestment,6603.21,-777.15
1784,75137,"2024-11-18",5646590499,Investment,814,4,Characterinvestment,8982.17,-1638.3
1053,91849,"2022-11-18",9543734386,Savings,612,1,Decadeinvestment,2969.84,9694.69
840,39841,"2022-04-19",1075123078,Savings,411,2,Helpinvestment,4523.62,10081.33
695,69447,"2021-11-25",2835651681,Investment,828,2,Helpinvestment,3679.69,7859.67
254,34482,"2020-09-10",9356198692,Savings,506,5,Musicinvestment,6989.59,8702.1
518,65994,"2021-06-01",7740150564,Investment,586,1,Decadeinvestment,9461.67,13554.65
722,87334,"2021-12-22",7146993266,Savings,670,1,Decadeinvestment,7378.92,10299.01
957,48465,"2022-08-14",2335408268,Checking,561,3,Clearinvestment,6928.51,5610.91
640,70406,"2021-10-01",6920920144,Checking,748,2,Helpinvestment,9091.83,10538.46
1605,41644,"2024-05-23",7454293392,Investment,628,3,Clearinvestment,7784.73,-2957.41
1256,18739,"2023-06-09",4187234787,Savings,615,1,Decadeinvestment,9830.2,5218.11
1668,66378,"2024-07-25",2100030995,Investment,357,5,Musicinvestment,7861.21,3777.24
172,21948,"2020-06-20",1402844576,Savings,695,4,Characterinvestment,4088.07,-3350.79
672,68010,"2021-11-02",9343070075,Investment,339,1,Decadeinvestment,9126.16,7665.53
300,84372,"2020-10-26",8185036628,Savings,709,3,Clearinvestment,2152.35,10584.16
1315,35860,"2023-08-07",7740150564,Investment,586,5,Musicinvestment,9185.59,-1547.68
1498,2163,"2024-02-06",7414476694,Checking,751,2,Helpinvestment,4966.11,12329.17
847,16252,"2022-04-26",2829800635,Investment,521,3,Clearinvestment,8240.84,8581.15
1246,53595,"2023-05-30",7146993266,Savings,670,2,Helpinvestment,1954.43,10382.96
1676,97497,"2024-08-02",3274150100,Investment,660,1,Decadeinvestment,9072.85,13152.42
464,68092,"2021-04-08",6556879216,Savings,462,3,Clearinvestment,2435.28,2206.68
1523,40880,"2024-03-02",6684283366,Investment,776,3,Clearinvestment,6478.31,1467.02
671,37028,"2021-11-01",3126616099,Savings,443,2,Helpinvestment,6237.53,9886.0
983,8318,"2022-09-09",6556879216,Savings,462,2,Helpinvestment,1058.35,622.49
780,29466,"2022-02-18",9356198692,Savings,506,4,Characterinvestment,7919.93,-1958.11
278,44144,"2020-10-04",2743334768,Investment,398,2,Helpinvestment,6344.95,1835.18
256,45855,"2020-09-12",7413651771,Checking,442,2,Helpinvestment,4179.39,6556.95
1748,25758,"2024-10-13",7413651771,Checking,442,3,Clearinvestment,2264.79,3181.24
474,26516,"2021-04-18",2171840078,Savings,836,4,Characterinvestment,7581.86,11751.31
46,8126,"2020-02-15",1133303244,Investment,729,3,Clearinvestment,7113.46,9369.73
886,11879,"2022-06-04",1402844576,Savings,695,2,Helpinvestment,3938.12,-2239.03
29,99451,"2020-01-29",2387898494,Investment,827,1,Decadeinvestment,3661.9,13808.1
606,42162,"2021-08-28",9559156298,Investment,490,2,Helpinvestment,4486.89,9613.79
473,14202,"2021-04-17",1810851648,Savings,657,3,Clearinvestment,4598.61,5350.27
1823,73262,"2024-12-27",5623049910,Checking,438,4,Characterinvestment,6179.86,5582.64
754,33709,"2022-01-23",7414476694,Checking,751,1,Decadeinvestment,5542.74,-2264.62
803,66360,"2022-03-13",6983934777,Investment,456,5,Musicinvestment,4160.67,13684.08
15,57983,"2020-01-15",6440589972,Investment,338,3,Clearinvestment,2753.73,13630.31
966,4096,"2022-08-23",1133303244,Investment,729,4,Characterinvestment,6398.57,10463.29
1054,30568,"2022-11-19",9356198692,Savings,506,5,Musicinvestment,6137.17,10947.63
261,31881,"2020-09-17",2552240900,Investment,553,2,Helpinvestment,4513.34,4572.9
671,97358,"2021-11-01",1133303244,Investment,729,1,Decadeinvestment,2488.38,13581.54
1185,61398,"2023-03-30",5988217223,Checking,760,3,Clearinvestment,4810.15,744.69
175,14956,"2020-06-23",8185036628,Savings,709,2,Helpinvestment,8409.48,1326.18
1202,532,"2023-04-16",4596726978,Savings,593,3,Clearinvestment,6323.3,-4050.24
874,31153,"2022-05-23",2342810792,Savings,816,5,Musicinvestment,8331.22,-1987.04
147,9014,"2020-05-26",7750543145,Savings,640,4,Characterinvestment,3107.48,9349.1
237,22812,"2020-08-24",4155141978,Investment,700,5,Musicinvestment,1796.2,5819.17
835,11826,"2022-04-14",1378115510,Savings,677,4,Characterinvestment,7346.61,2054.63
754,25384,"2022-01-23",2743334768,Investment,398,5,Musicinvestment,4748.71,8168.57
1465,55193,"2024-01-04",5002360478,Investment,467,4,Characterinvestment,8408.52,10259.51
273,47018,"2020-09-29",3297859812,Checking,628,1,Decadeinvestment,4775.47,2512.79
629,54333,"2021-09-20",4596726978,Savings,593,2,Helpinvestment,5049.7,2360.69
1187,61885,"2023-04-01",9992038947,Investment,664,5,Musicinvestment,1195.93,5148.12
1263,55910,"2023-06-16",7414476694,Checking,751,3,Clearinvestment,3927.53,5106.97
1208,85414,"2023-04-22",1905214712,Checking,323,5,Musicinvestment,1231.44,-282.6
1109,50811,"2023-01-13",3938325125,Savings,653,1,Decadeinvestment,3012.45,7892.61
1533,82867,"2024-03-12",9539212672,Checking,664,1,Decadeinvestment,2599.43,12859.51
455,15001,"2021-03-30",2552240900,Investment,553,1,Decadeinvestment,3792.03,7076.21
1690,49273,"2024-08-16",4467657561,Checking,576,2,Helpinvestment,2091.7,4180.88
350,534,"2020-12-15",6440589972,Investment,338,3,Clearinvestment,8614.03,2421.41
488,88528,"2021-05-02",1075123078,Savings,411,5,Musicinvestment,2333.81,1958.51
624,83870,"2021-09-15",9287849202,Investment,790,2,Helpinvestment,7066.65,-783.78
1556,37931,"2024-04-04",5002360478,Investment,467,3,Clearinvestment,2944.28,8525.84
788,40272,"2022-02-26",3302270666,Savings,726,3,Clearinvestment,5010.32,8594.77
886,45607,"2022-06-04",8902869633,Savings,721,2,Helpinvestment,6632.87,-3594.12
1111,86735,"2023-01-15",8745713343,Checking,601,4,Characterinvestment,1630.28,1672.38
700,49039,"2021-11-30",6221773017,Investment,476,5,Musicinvestment,8735.89,-1648.11
995,98617,"2022-09-21",3249098952,Savings,523,5,Musicinvestment,8833.46,4971.95
1770,20692,"2024-11-04",8902869633,Savings,721,3,Clearinvestment,3710.29,-4286.67
917,85818,"2022-07-05",7146993266,Savings,670,4,Characterinvestment,2748.73,955.45
675,73704,"2021-11-05",2342810792,Savings,816,1,Decadeinvestment,9654.82,10495.69
1351,8247,"2023-09-12",8330786189,Savings,416,1,Decadeinvestment,5773.09,-4356.37
1055,23636,"2022-11-20",9367791903,Investment,461,3,Clearinvestment,5308.43,14526.94
1657,89636,"2024-07-14",1210678639,Investment,518,1,Decadeinvestment,3309.06,10045.27
438,5971,"2021-03-13",3249098952,Savings,523,1,Decadeinvestment,5006.69,11631.21
1625,13498,"2024-06-12",9356198692,Savings,506,2,Helpinvestment,4426.86,7685.1
1218,48413,"2023-05-02",8185036628,Savings,709,5,Musicinvestment,8684.99,6673.33
217,11355,"2020-08-04",3302270666,Savings,726,1,Decadeinvestment,1947.08,-4730.77
783,47400,"2022-02-21",5646590499,Investment,814,4,Characterinvestment,6279.91,2920.46
490,35212,"2021-05-04",9356198692,Savings,506,5,Musicinvestment,9494.63,13738.43
778,81887,"2022-02-16",2342810792,Savings,816,2,Helpinvestment,3030.63,13816.49
179,64555,"2020-06-27",2507273526,Savings,778,5,Musicinvestment,4870.38,6249.11
23,72841,"2020-01-23",4095934095,Savings,315,3,Clearinvestment,5584.53,-1082.15
1206,47655,"2023-04-20",4959466220,Investment,521,2,Helpinvestment,9619.55,7435.52
397,14920,"2021-01-31",3221389644,Savings,600,2,Helpinvestment,1461.76,3643.56
1395,19724,"2023-10-26",4596726978,Savings,593,3,Clearinvestment,6241.62,3424.88
1221,98593,"2023-05-05",8745713343,Checking,601,5,Musicinvestment,6578.37,2606.58
474,53516,"2021-04-18",3816279528,Investment,674,1,Decadeinvestment,8666.39,3636.32
1386,53177,"2023-10-17",8902869633,Savings,721,4,Characterinvestment,4972.38,9553.82
431,48278,"2021-03-06",1594417161,Investment,415,3,Clearinvestment,3922.97,11137.97
1767,80578,"2024-11-01",9367791903,Investment,461,4,Characterinvestment,7445.96,13781.8
1263,70644,"2023-06-16",3302270666,Savings,726,1,Decadeinvestment,3835.49,-336.8
741,79274,"2022-01-10",6196253681,Savings,834,4,Characterinvestment,2959.85,14613.85
241,28182,"2020-08-28",3126616099,Savings,443,4,Characterinvestment,9201.03,9287.35
398,67073,"2021-02-01",7750543145,Savings,640,5,Musicinvestment,3536.36,9175.32
44,89860,"2020-02-13",6221773017,Investment,476,2,Helpinvestment,7630.93,11573.63
1023,78237,"2022-10-19",9343070075,Investment,339,5,Musicinvestment,9972.49,2112.02
1194,10121,"2023-04-08",9559156298,Investment,490,4,Characterinvestment,2414.07,10025.84
1556,76001,"2024-04-04",5002360478,Investment,467,1,Decadeinvestment,9508.77,-4423.37
1229,49068,"2023-05-13",3126616099,Savings,443,4,Characterinvestment,8681.46,14206.46
146,10561,"2020-05-25",8138063800,Savings,601,3,Clearinvestment,3659.51,4782.11
875,25802,"2022-05-24",8185036628,Savings,709,1,Decadeinvestment,1179.45,7665.78
729,18223,"2021-12-29",8666354042,Savings,558,5,Musicinvestment,2637.72,-2386.36
36,18501,"2020-02-05",1402844576,Savings,695,5,Musicinvestment,8986.01,222.6
185,36126,"2020-07-03",1075123078,Savings,411,4,Characterinvestment,1597.05,14631.72
1065,38563,"2022-11-30",8735587101,Checking,836,1,Decadeinvestment,1974.59,3368.82
234,35903,"2020-08-21",9356198692,Savings,506,3,Clearinvestment,5534.98,3141.39
62,63082,"2020-03-02",4467657561,Checking,576,4,Characterinvestment,9962.18,2109.52
1383,38008,"2023-10-14",6440589972,Investment,338,1,Decadeinvestment,4469.32,3500.93
1803,67638,"2024-12-07",6983934777,Investment,456,5,Musicinvestment,8022.1,7766.9
765,33440,"2022-02-03",2335408268,Checking,561,3,Clearinvestment,6955.3,13817.39
1750,99455,"2024-10-15",9139215473,Savings,443,4,Characterinvestment,4644.29,10550.84
363,42557,"2020-12-28",2768618389,Savings,681,1,Decadeinvestment,2656.0,2954.79
1653,31059,"2024-07-10",8745713343,Checking,601,5,Musicinvestment,2296.93,1848.28
1671,32538,"2024-07-28",3297859812,Checking,628,4,Characterinvestment,5758.71,11044.29
182,14587,"2020-06-30",2768618389,Savings,681,1,Decadeinvestment,3878.51,-4064.29
1284,65695,"2023-07-07",9641676419,Checking,792,2,Helpinvestment,3598.34,212.44
1247,84012,"2023-05-31",1402844576,Savings,695,1,Decadeinvestment,8536.52,12556.05
336,86969,"2020-12-01",9287849202,Investment,790,5,Musicinvestment,7239.52,-1554.81
1655,76199,"2024-07-12",6983934777,Investment,456,1,Decadeinvestment,3041.9,-943.96
169,28015,"2020-06-17",3249098952,Savings,523,2,Helpinvestment,6822.81,-965.03
1407,12435,"2023-11-07",7268934381,Savings,666,4,Characterinvestment,4628.91,12521.08
1109,84143,"2023-01-13",3302270666,Savings,726,3,Clearinvestment,3266.96,11616.94
388,51985,"2021-01-22",7268934381,Savings,666,5,Musicinvestment,5452.13,8605.07
677,79684,"2021-11-07",7146993266,Savings,670,4,Characterinvestment,7032.79,-3664.28
1519,33756,"2024-02-27",7850976653,Investment,698,4,Characterinvestment,1982.67,-3746.99
755,60825,"2022-01-24",6221773017,Investment,476,2,Helpinvestment,1513.88,599.5
